tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;label
5;0;1;-8.057;-34.868;2004-07-28 15:22:00;0;0;0;MOVE
5;1;1;-8.057;-34.868;2004-07-28 17:07:00;0;0;0;MOVE
5;2;1;-8.057;-34.868;2004-07-28 19:43:00;0;0;0;MOVE
5;3;1;-8.057;-34.868;2004-07-28 21:23:00;0;0;0;MOVE
5;4;1;-8.057;-34.868;2004-07-28 22:37:00;0;0;0;MOVE
5;5;1;-8.057;-34.868;2004-07-28 23:38:00;72.7585;0;0;MOVE
5;6;1;-8.039;-34.81;2004-07-29 20:00:00;0.409791;0.0912726;6692.11;MOVE
5;7;1;-8.003;-34.691;2004-07-29 21:03:00;9.28224;3.62449;13700.6;MOVE
5;8;1;-7.953;-34.589;2004-07-29 22:00:00;1.09702;3.66456;12532.8;MOVE
5;9;1;-7.925;-34.529;2004-07-29 22:34:00;5.00147;3.58065;7304.52;MOVE
5;10;1;-7.899;-34.484;2004-07-29 23:00:00;5.73552;3.67803;5737.73;MOVE
5;11;1;-7.881;-34.459;2004-07-29 23:14:00;1.59419;4.05254;3404.13;MOVE
5;12;1;-7.824;-34.375;2004-07-30 00:00:00;0.734883;4.06356;11215.4;MOVE
5;13;1;-7.758;-34.275;2004-07-30 00:57:00;5.03179;3.8706;13237.4;MOVE
5;14;1;-7.698;-34.164;2004-07-30 02:00:00;5.46092;3.68568;13931.9;MOVE
5;15;1;-7.676;-34.112;2004-07-30 02:31:00;0.401941;3.34974;6230.51;MOVE
5;16;1;-7.654;-34.061;2004-07-30 03:00:00;1.81816;3.52275;6129.58;MOVE
5;17;1;-7.613;-33.957;2004-07-30 04:00:00;0.947328;3.42644;12335.2;MOVE
5;18;1;-7.57;-33.853;2004-07-30 05:00:00;1.48972;3.45004;12420.1;MOVE
5;19;1;-7.547;-33.793;2004-07-30 05:35:00;1.74092;3.37666;7090.99;MOVE
5;20;1;-7.529;-33.75;2004-07-30 06:00:00;1.19853;3.43021;5145.31;MOVE
5;21;1;-7.488;-33.646;2004-07-30 07:00:00;0.733139;3.4273;12338.3;MOVE
5;22;1;-7.452;-33.558;2004-07-30 07:52:00;0.301852;3.36393;10495.5;MOVE
5;23;1;-7.403;-33.44;2004-07-30 09:00:00;6.50373;3.45728;14105.7;MOVE
5;24;1;-7.363;-33.368;2004-07-30 09:45:00;1.59606;3.3706;9100.61;MOVE
5;25;1;-7.347;-33.341;2004-07-30 10:00:00;0.358972;3.85399;3468.59;MOVE
5;26;1;-7.288;-33.24;2004-07-30 11:00:00;0.933943;3.591;12927.6;MOVE
5;27;1;-7.27;-33.208;2004-07-30 11:19:00;1.00036;3.55927;4057.57;MOVE
5;28;1;-7.229;-33.138;2004-07-30 12:00:00;0.772198;3.64507;8966.87;MOVE
5;29;1;-7.168;-33.037;2004-07-30 13:00:00;1.91107;3.62344;13044.4;MOVE
5;30;1;-7.135;-32.978;2004-07-30 13:35:00;2.54023;3.55832;7472.47;MOVE
5;31;1;-7.109;-32.936;2004-07-30 14:00:00;0.882667;3.64135;5462.02;MOVE
5;32;1;-7.051;-32.839;2004-07-30 15:00:00;0.34159;3.47124;12496.5;MOVE
5;33;1;-6.991;-32.74;2004-07-30 16:00:00;1.47352;3.55603;12801.7;MOVE
5;34;1;-6.951;-32.67;2004-07-30 16:43:00;1.86262;3.45539;8914.91;MOVE
5;35;1;-6.935;-32.644;2004-07-30 17:00:00;1.67599;3.31039;3376.6;MOVE
5;36;1;-6.878;-32.545;2004-07-30 18:00:00;0.0501275;3.50927;12633.4;MOVE
5;37;1;-6.863;-32.519;2004-07-30 18:18:00;0.737265;3.07383;3319.73;MOVE
5;38;1;-6.822;-32.45;2004-07-30 19:00:00;0.787392;3.52294;8877.8;MOVE
5;39;1;-6.765;-32.351;2004-07-30 20:00:00;0.39273;3.50989;12635.6;MOVE
5;40;1;-6.731;-32.291;2004-07-30 20:38:00;2.16265;3.34572;7628.24;MOVE
5;41;1;-6.71;-32.257;2004-07-30 21:00:00;2.39922;3.34966;4421.54;MOVE
5;42;1;-6.655;-32.159;2004-07-30 22:00:00;0.491414;3.45318;12431.4;MOVE
5;43;1;-6.644;-32.139;2004-07-30 22:12:00;0.0709985;3.50691;2524.97;MOVE
5;44;1;-6.61;-32.077;2004-07-30 22:50:00;1.98248;3.43084;7822.31;MOVE
5;45;1;-6.55;-31.958;2004-07-31 00:00:00;0.582028;3.50981;14741.2;MOVE
5;46;1;-6.521;-31.899;2004-07-31 00:34:00;1.42201;3.56467;7271.93;MOVE
5;47;1;-6.498;-31.855;2004-07-31 01:00:00;0.593205;3.521;5492.76;MOVE
5;48;1;-6.445;-31.751;2004-07-31 02:00:00;2.38053;3.58715;12913.7;MOVE
5;49;1;-6.434;-31.727;2004-07-31 02:14:00;1.94149;3.47659;2920.33;MOVE
5;50;1;-6.393;-31.645;2004-07-31 03:00:00;5.32907e-13;3.67508;10143.2;MOVE
5;51;1;-6.355;-31.569;2004-07-31 03:44:00;1.61354;3.56121;9401.6;MOVE
5;52;1;-6.34;-31.541;2004-07-31 04:00:00;2.27208;3.66174;3515.27;MOVE
5;53;1;-6.289;-31.436;2004-07-31 05:00:00;0.146987;3.58782;12916.2;MOVE
5;54;1;-6.267;-31.391;2004-07-31 05:27:00;1.29638;3.42148;5542.8;MOVE
5;55;1;-6.237;-31.333;2004-07-31 06:00:00;1.23596;3.64995;7226.9;MOVE
5;56;1;-6.187;-31.231;2004-07-31 07:00:00;0.108054;3.49209;12571.5;MOVE
5;57;1;-6.154;-31.164;2004-07-31 07:39:00;1.60213;3.53248;8266.01;MOVE
5;58;1;-6.135;-31.128;2004-07-31 08:00:00;4.07606;3.57619;4506;MOVE
5;59;1;-6.074;-31.03;2004-07-31 09:00:00;6.39001;3.5509;12783.3;MOVE
5;60;1;-6.059;-31.011;2004-07-31 09:13:00;2.31113;3.43906;2682.47;MOVE
5;61;1;-5.999;-30.941;2004-07-31 10:00:00;3.63295;3.62376;10219;MOVE
5;62;1;-5.929;-30.848;2004-07-31 11:00:00;0.973809;3.5829;12898.4;MOVE
5;63;1;-5.883;-30.789;2004-07-31 11:39:00;0.795467;3.54333;8291.4;MOVE
5;64;1;-5.858;-30.756;2004-07-31 12:00:00;2.04083;3.64143;4588.2;MOVE
