time,Unnamed: 0,lid,t_user_id,latitude,longitude,altitude,transportation_mode,day,td,distance,speed,acc,bearing,jerk,brate,brrate
2007-05-09 17:48:28,860011,1136,58,39.984733333333295,116.319466666667,150.918635170604,taxi,2007-05-09,695.0,3861.862979057119,5.556637379938301,0.0063241169533873156,297.05083024726207,1.1709539631506107e-05,-0.22203774329789572,0.0012662393548396127
2007-05-09 17:52:07,860012,1136,58,39.98406666666671,116.295433333333,164.041994750656,taxi,2007-05-09,6.0,79.75606631349062,13.292677718915103,0.06957312344779876,294.7322771761363,-0.28622545807813277,6.326291549201329,-0.5781610944021913
2007-05-09 17:52:13,860013,1136,58,39.9843666666667,116.294583333333,167.322834645669,taxi,2007-05-09,7.0,95.97081521721327,13.710116459601895,-1.6477796250209977,332.69002647134425,0.24367616190007294,2.8573249827881813,-0.42735903629052024
2007-05-09 17:52:20,860014,1136,58,39.985133333333295,116.294066666667,164.041994750656,taxi,2007-05-09,195.0,424.25352146870773,2.1756590844549115,0.057953508279512914,352.6913013508615,0.00045908721744384565,-0.1341882712454604,0.0032645035235223047
2007-05-09 17:52:51,860015,1136,58,39.988916666666704,116.293433333333,144.356955380577,taxi,2007-05-09,47.0,633.3998803511167,13.47659319895993,0.14747551568106282,326.52458845799674,-0.010315985982080146,0.502389915841389,-0.058563877896011314
2007-05-09 17:53:38,860018,1136,58,39.99366666666671,116.28933333333299,154.199475065617,taxi,2007-05-09,13.0,265.3032516676085,20.407942435969883,-0.337375825476704,350.136914502542,0.02181177828552428,-2.250112345271143,0.3230903879232599
2007-05-09 17:53:51,860019,1136,58,39.99601666666671,116.2888,167.322834645669,taxi,2007-05-09,17.0,272.37496398113643,16.02205670477273,-0.05382270776488832,320.88545401401717,-0.043605075000732976,1.950062697731235,-1.2107978672827913
2007-05-09 17:54:08,860020,1136,58,39.997916666666704,116.28678333333299,170.603674540682,taxi,2007-05-09,19.0,287.03434278262296,15.107070672769629,-0.7951089827773489,354.03651987544816,-0.09067032259741699,-18.63350104607622,-2.1248729263069372
2007-05-09 17:54:27,860021,1136,58,40.0004833333333,116.286433333333,150.918635170604,taxi,2007-05-09,6.0,0.0,0.0,-2.5178451121282714,0.0,-0.2871226882251538,-59.00608664590803,-6.728764266638635
2007-05-09 17:55:57,860025,1136,58,40.00051666666671,116.2791,114.829396325459,taxi,2007-05-09,231.0,2298.888591047314,9.951898662542485,0.01446224699728406,142.73459865522454,0.00023857522272950087,0.6579986083156352,0.02453806467915885
2007-05-13 05:27:42,860038,1137,58,40.00665,116.277116666667,288.71391076115503,car,2007-05-13,451.0,407.5209769265522,0.9035941838726212,0.23524569161316725,89.99846245364301,-0.04726768444469691,0.3317354495656596,-0.08354836548703214
2007-05-13 05:30:31,860048,1137,58,40.0042166666667,116.27648333333299,180.446194225722,car,2007-05-13,358.0,568.1464069333592,1.587001136685361,0.020750558721446214,52.868263282326325,0.0003194189827696077,0.08171785901798206,0.00034836439624974226
2007-05-13 05:30:43,860049,1137,58,40.0039,116.27653333333299,183.72703412073503,car,2007-05-13,1478.0,309.8837035498189,0.20966421079148775,0.0004695060710968427,9.228678442844341,0.0001588472161989651,0.054648027070905734,0.000187474575436234
2007-05-13 05:35:13,860061,1137,58,40.00665,116.2819,154.199475065617,car,2007-05-13,5.0,534.9970055070553,106.99940110141105,-21.08247999294514,239.6111502077555,4.220646110333317,-37.34857738508583,7.4860590488207635
