time,Unnamed: 0,lid,t_user_id,latitude,longitude,altitude,transportation_mode,day,td,distance,speed,acc,bearing,jerk,brate,brrate
2008-05-02 06:29:34,4131100,8568,129,39.9627166666667,119.5852,104.98687664042,walk,2008-05-02,6234.0,505.20758523981715,0.08104067777347083,-3.5882718534285244e-06,166.50005141373424,3.694815821475328e-07,0.030199493116268735,-4.8441991693569846e-06
2008-05-02 06:29:38,4131101,8568,129,39.9640166666667,119.5859,104.98687664042,walk,2008-05-02,685.0,50.4186327541881,0.07360384343677095,0.002185339347488376,68.42745886649448,-5.495876847540665e-05,0.049825325303796145,0.005747984813885058
2008-05-02 06:41:03,4131102,8568,129,39.964183333333295,119.58645,52.49343832021,walk,2008-05-02,38.0,59.681329265719725,1.5705612964663085,-0.03546141705816518,102.55780669959483,0.0009288060385045417,3.987194922815061,-0.11474908005139584
2008-05-02 06:41:41,4131103,8568,129,39.9640666666667,119.587133333333,32.8083989501312,walk,2008-05-02,424.0,94.5636380605574,0.2230274482560316,-0.00016678759499259778,254.07121376656715,4.588388695780515e-07,-0.3732701191379808,0.0014012420074498294
2008-05-02 06:45:06,4131104,8568,129,39.963733333333295,119.58735,101.706036745407,walk,2008-05-02,1057.0,182.17637038276445,0.1723522898607043,6.544867254165158e-05,255.2630704910425,3.4649734024107565e-06,-0.06986447084445449,-5.421605509346288e-05
2008-05-02 06:48:45,4131105,8568,129,39.9638333333333,119.58606666666701,42.650918635170605,walk,2008-05-02,722.0,109.96746476096085,0.15230950797917014,2.7760085708496068e-05,95.80468325206328,5.220025877168353e-08,0.22085649202074684,-0.0004026606133867054
2008-05-02 07:02:43,4131107,8568,129,39.963316666666714,119.585283333333,62.3359580052493,walk,2008-05-02,238.0,57.484505743460744,0.24153153673723002,0.0037279255588898216,181.4163248084541,-1.4862112765574548e-05,-0.12717084107824475,-0.0001952334685970001
2008-05-02 07:06:41,4131108,8568,129,39.9628,119.58526666666701,114.829396325459,walk,2008-05-02,60.0,67.72666918518046,1.1287778197530076,0.00019074272068307917,151.14966463183185,5.7819903133196744e-05,-0.17363640660433077,0.012826964761055796
2008-05-02 07:07:41,4131109,8568,129,39.9622666666667,119.58565,59.055118110236215,walk,2008-05-02,63.0,71.83401012862151,1.1402223829939924,0.0036599369086748835,140.731480235572,-0.0003734377858152926,0.595981479059017,-0.050471827805696395
2008-05-02 07:08:44,4131110,8568,129,39.96176666666671,119.586183333333,22.965879265091896,walk,2008-05-02,69.0,94.58509016859519,1.37079840824051,-0.01986664359768855,178.27831341629008,0.0,-2.583743672699856,0.0
2008-05-02 07:09:53,4131111,8568,129,39.96091666666671,119.586216666667,62.3359580052493,walk,2008-05-02,69.0,0.0,0.0,-0.01986664359768855,0.0,0.0,-2.583743672699856,0.0
2008-05-02 07:11:37,4131112,8568,129,39.9598333333333,119.5864,42.650918635170605,walk,2008-05-02,69.0,467.24526946734267,6.771670571990473,-0.09707343084860437,354.76589678899114,0.0014385329013926486,-4.149832433659372,0.060864605202364766
2008-05-02 07:13:45,4131114,8568,129,39.9583,119.586583333333,6.56167979002625,walk,2008-05-02,2919.0,171.26179044341725,0.05867139103919741,0.002299759911254291,354.76369150055353,-3.404357340180153e-05,7.554944972963457e-07,-0.0014216626204706644
2008-05-02 09:37:11,4131128,8569,129,40.0015333333333,119.75485,298.556430446194,walk,2008-05-02,827.0,704.277050419089,0.851604655887653,-0.0009966885141933445,328.5212216405374,1.2441116860893693e-06,-0.012153065287739585,-9.19043875277955e-05
2008-05-02 09:50:58,4131134,8569,129,40.006933333333286,119.750533333333,68.8976377952756,walk,2008-05-02,2898.0,79.24075197499614,0.027343254649757124,3.219185020256384e-05,318.4706366475768,-1.0704824014803804e-08,-0.08815799377322647,3.745281256829976e-05
2008-05-02 09:53:45,4131135,8569,129,40.0074666666667,119.749916666667,32.8083989501312,walk,2008-05-02,3316.0,400.02644435598614,0.12063523653678714,1.1692702076624122e-06,62.98877069276648,7.724844007181206e-08,0.02038025704970624,5.525416281005661e-06
2008-05-02 09:55:50,4131136,8569,129,40.0078666666667,119.751116666667,78.740157480315,walk,2008-05-02,2521.0,300.10286120947256,0.1190411984170855,2.1860992984494984e-05,54.936376065683476,4.451994831687671e-08,0.04773581914897836,-6.903099698114556e-06
2008-05-02 10:37:51,4131142,8569,129,40.0094166666667,119.754,101.706036745407,walk,2008-05-02,5052.0,879.8197522649987,0.17415276173099736,0.00013409578269134116,175.27837614025793,-2.2382903738810088e-07,0.03033310481003157,-8.409772386732217e-06
2008-05-02 10:42:22,4131144,8569,129,40.0091,119.7541,98.42519685039369,walk,2008-05-02,4624.0,575.7459689859097,0.1245125365453957,0.00025732509748579123,130.56970306959238,-3.556822798964199e-07,0.038702537437521015,-9.102619843176675e-05
2008-05-02 11:15:16,4131146,8569,129,40.009283333333286,119.753616666667,118.11023622047199,walk,2008-05-02,766.0,505.218898940094,0.6595546983552141,-0.0008610374652156842,129.13060704031244,0.0,-0.16857781597952015,0.0
2008-05-02 11:28:02,4131152,8569,129,40.0064166666667,119.75821666666701,91.86351706036741,walk,2008-05-02,766.0,0.0,0.0,-0.0008610374652156842,0.0,0.0,-0.16857781597952015,0.0
2008-05-02 11:29:52,4131153,8569,129,40.005733333333296,119.759233333333,98.42519685039369,walk,2008-05-02,472.0,620.3891476148957,1.3143837873196942,-0.0013873497647552545,309.53023618068954,1.1150684312279034e-06,-0.38220260411096846,0.0004525948901090006
2008-05-02 11:39:37,4131157,8569,129,40.004583333333294,119.7598,22.965879265091896,walk,2008-05-02,1305.0,825.0184199509907,0.6321980229509507,-0.0003932236203324638,296.27577879742586,3.1807250062602204e-07,-0.1849344082235574,0.00017829136197129177
2008-05-02 12:04:36,4131164,8569,129,39.969483333333294,119.7908,52.49343832021,walk,2008-05-02,7593.0,415.03805439160004,0.0546606156185434,1.1557766678433168e-06,135.97983085300154,1.9166382873646457e-07,0.012081877567076096,4.921800885381973e-06
2008-05-02 12:05:33,4131165,8569,129,39.9693666666667,119.79155,39.3700787401575,walk,2008-05-02,5074.0,139.46608048571474,0.027486417123712012,7.611189502027343e-06,154.66871578092537,-2.494014576272472e-09,-0.006849784364907686,8.189871662161762e-06
2008-05-02 12:12:14,4131166,8569,129,39.9691833333333,119.792166666667,9.842519685039367,walk,2008-05-02,1553.0,56.3828787712331,0.03630578156550747,-5.678921082933328e-06,291.20244540702544,8.55770160010346e-09,-0.08791611695177082,5.219982780866911e-05
2008-05-02 12:39:16,4131171,8569,129,39.968233333333295,119.79225,55.77427821522311,walk,2008-05-02,3149.0,208.16651127688908,0.06610559265699875,-5.04344045797918e-06,119.91290991338377,1.66375195265574e-08,0.034705624448901094,1.7288087266375778e-06
2008-05-02 12:41:27,4131173,8569,129,39.9679,119.792933333333,68.8976377952756,walk,2008-05-02,1476.0,48.73382020180924,0.03301749336165938,0.00011458356624413898,133.21165242966947,-1.8953923876419564e-07,0.13345894804809727,-0.0001167332014637421
2008-05-02 12:54:05,4131174,8569,129,39.9676,119.79335,36.0892388451444,walk,2008-05-02,1004.0,202.95140848656055,0.2021428371380085,-0.0001651763501718138,330.19705974866105,1.588619811642236e-07,-0.038839257312386063,-4.888133430217605e-05
2008-05-02 13:31:45,4131180,8569,129,39.9673,119.794366666667,0.0,walk,2008-05-02,2429.0,121.99360693256341,0.050223798654822314,4.734810853115007e-05,229.2009213029733,-3.8988131822328494e-08,0.040149643129082827,-5.016013504150373e-05
2008-05-02 13:33:14,4131181,8569,129,39.9668,119.794183333333,6.56167979002625,walk,2008-05-02,1998.0,126.74598285924044,0.0634364278574777,0.0014564592282638189,227.71752721981034,-1.4066877602431176e-06,0.04945311168978142,-3.350762436531379e-05
2008-05-02 13:34:56,4131182,8569,129,39.9665833333333,119.793283333333,6.56167979002625,walk,2008-05-02,2335.0,385.817547236762,0.16523235427698585,-4.735406366528584e-05,326.7244044635155,2.0775092219755527e-08,-0.08168932488672974,4.015897321362134e-05
2008-05-02 13:36:04,4131183,8569,129,39.9660333333333,119.793083333333,0.0,walk,2008-05-02,1729.0,5141.081159090529,2.973441965928588,-0.0013541029167019301,326.5248443759936,5.55742797206169e-07,-0.017495121792115532,-9.68416925572249e-05
2008-05-02 14:13:51,4131197,8570,129,39.97065,119.788316666667,13.1233595800525,bus,2008-05-02,255.0,148.95607138711543,0.5841414564200605,0.036653453203238796,295.0330674088821,-0.00019575225557635204,0.017567559022025832,0.0004283699504776281
2008-05-02 14:18:06,4131198,8570,129,39.97121666666671,119.78673333333299,19.685039370078695,bus,2008-05-02,36.0,357.50779283685426,9.930772023245952,-0.013263371968730977,299.5127949594987,0.0003620324969482943,0.126801896393821,0.0010056575739488276
2008-05-02 14:18:42,4131199,8570,129,39.9728,119.783083333333,19.685039370078695,bus,2008-05-02,84.0,794.0764131192175,9.453290632371637,-0.00023020207859238338,304.07766322967626,-0.00013056318943331226,0.1630055690559788,-0.0008663208570831052
2008-05-02 14:20:06,4131200,8570,129,39.9768,119.775366666667,13.1233595800525,bus,2008-05-02,69.0,650.9428023861215,9.433953657769877,-0.011197509990990612,317.7701310303785,-0.0004605460604946064,0.09023461706099796,-0.002076335274775447
2008-05-02 14:21:15,4131201,8570,129,39.9811333333333,119.770233333333,22.965879265091896,bus,2008-05-02,118.0,1022.0364052701998,8.661325468391524,-0.04297518816511845,323.99631960758734,0.0008549025725439253,-0.0530325168985079,-0.04742128046718283
2008-05-02 14:23:12,4131202,8570,129,39.98635,119.7647,29.527559055118108,bus,2008-05-02,209.0,1674.4871673390903,8.011900322196604,-0.037988915044956634,330.4798864081937,0.00021516589665087718,-0.4581026824006483,0.003106994318755748
2008-05-02 14:23:13,4131203,8570,129,39.98856666666671,119.76318333333299,29.527559055118108,bus,2008-05-02,30.0,107.70759794722643,3.5902532649075476,0.05790331539506473,317.7384826135634,-0.00068726440417016,-5.648743612026082,0.2726450241765235
