,lat,lon,tsid,label,time
0,-34.928108844122576,0.6030493880832936,200006,STOP,2004-04-20 01:14:15
1,-34.89601083610758,0.5952253571466624,200006,STOP,2004-04-20 01:30:30
2,-34.86403300202226,0.586609669179657,200006,STOP,2004-04-20 01:46:45
3,-34.818315618743206,0.5744269302468608,200006,STOP,2004-04-20 02:10:00
4,-34.804575713392964,0.571161873201691,200006,STOP,2004-04-20 02:17:00
5,-34.790777145018694,0.5682426733222018,200006,STOP,2004-04-20 02:24:00
6,-34.76199191777548,0.5624207386492881,200006,STOP,2004-04-20 02:38:15
7,-34.746991064985586,0.5597456212287667,200006,STOP,2004-04-20 02:45:30
8,-34.731997862579135,0.5569576367118444,200006,STOP,2004-04-20 02:52:45
9,-34.686460023173396,0.5493414249316854,200006,STOP,2004-04-20 03:15:00
10,-34.65606724819274,0.5433655672907147,200006,STOP,2004-04-20 03:30:00
11,-34.625636063120155,0.5375507789170122,200006,STOP,2004-04-20 03:45:00
12,-34.5765553406863,0.5287359538979381,200006,STOP,2004-04-20 04:09:45
13,-34.55803410119355,0.5249571108729397,200006,STOP,2004-04-20 04:19:30
14,-34.53952085080184,0.5210593481471033,200006,STOP,2004-04-20 04:29:15
15,-34.51175178762148,0.512018674320543,200006,STOP,2004-04-20 04:44:15
16,-34.50251786065254,0.5069909522055965,200006,STOP,2004-04-20 04:49:30
17,-34.493273550080886,0.5019797548588338,200006,STOP,2004-04-20 04:54:45
18,-34.46275160052839,0.48805756395439104,200006,STOP,2004-04-20 05:15:00
19,-34.441506145081995,0.4790849280580581,200006,STOP,2004-04-20 05:30:00
20,-34.42019369917211,0.47031724081293813,200006,STOP,2004-04-20 05:45:00
21,-34.390259487515884,0.4597267972045871,200006,STOP,2004-04-20 06:15:00
22,-34.38150452524586,0.4585816883201863,200006,STOP,2004-04-20 06:30:00
23,-34.372755397987135,0.45733353628398626,200006,STOP,2004-04-20 06:45:00
24,-34.36051295413905,0.46175479394542074,200006,STOP,2004-04-20 07:09:30
25,-34.3570282062217,0.46751375645663124,200006,STOP,2004-04-20 07:19:00
26,-34.353502084406124,0.4732389778034217,200006,STOP,2004-04-20 07:28:30
27,-34.3579821799281,0.4827814029404083,200006,STOP,2004-04-20 07:43:30
28,-34.36595902428027,0.4865874153307278,200006,STOP,2004-04-20 07:49:00
29,-34.37395311656908,0.4903521214437184,200006,STOP,2004-04-20 07:54:30
30,-34.3960157824194,0.4863314760567521,200006,STOP,2004-04-20 08:09:30
31,-34.41005251141557,0.47870553078048556,200006,STOP,2004-04-20 08:19:00
32,-34.424007946023835,0.4708437948482061,200006,STOP,2004-04-20 08:28:30
33,-34.44524436375753,0.46150343674981087,200006,STOP,2004-04-20 08:43:30
34,-34.45248329236534,0.4599545428393715,200006,STOP,2004-04-20 08:49:00
35,-34.45973837034661,0.458498232186297,200006,STOP,2004-04-20 08:54:30
36,-34.47299936317677,0.45948252575047976,200006,STOP,2004-04-20 09:04:00
37,-34.479003470489396,0.4619548358056962,200006,STOP,2004-04-20 09:08:00
38,-34.484993694834074,0.4644859910253692,200006,STOP,2004-04-20 09:12:00
39,-34.509313566812295,0.476518610318149,200006,STOP,2004-04-20 09:27:00
40,-34.52752753255384,0.4863331942045433,200006,STOP,2004-04-20 09:38:00
41,-34.54568050374101,0.49634063462115624,200006,STOP,2004-04-20 09:49:00
42,-34.58222437319447,0.5038627582863713,200006,STOP,2004-04-20 10:13:30
43,-34.60046365510027,0.5018535332228055,200006,STOP,2004-04-20 10:27:00
44,-34.618712590243994,0.49987180307160367,200006,STOP,2004-04-20 10:40:30
45,-34.65293063592372,0.4830682855365467,200006,STOP,2004-04-20 11:07:00
46,-34.668578461038415,0.46768716528612303,200006,STOP,2004-04-20 11:20:00
47,-34.684414364766866,0.45257084194330993,200006,STOP,2004-04-20 11:33:00
48,-34.702491184635775,0.4349892734749619,200006,STOP,2004-04-20 11:49:30
49,-34.70499278523495,0.4329958966977774,200006,STOP,2004-04-20 11:53:00
50,-34.707486030657755,0.4309843031026478,200006,STOP,2004-04-20 11:56:30
51,-34.731762417597174,0.43939297010127687,200006,STOP,2004-04-20 12:15:00
52,-34.75348585238832,0.44993004879043896,200006,STOP,2004-04-20 12:30:00
53,-34.775208346984904,0.4605049969434848,200006,STOP,2004-04-20 12:45:00
54,-34.80399260646485,0.4824901943557946,200006,STOP,2004-04-20 13:07:15
55,-34.8110296980833,0.49394603228141987,200006,STOP,2004-04-20 13:14:30
56,-34.81803959137583,0.5054351154882576,200006,STOP,2004-04-20 13:21:45
57,-34.82999885820375,0.5272382738086713,200006,STOP,2004-04-20 13:36:45
58,-34.83502147616822,0.5374637744450662,200006,STOP,2004-04-20 13:44:30
59,-34.84001784463802,0.5477147868317621,200006,STOP,2004-04-20 13:52:15
60,-34.84552796390293,0.5714872248439586,200006,STOP,2004-04-20 14:08:30
61,-34.846046486297,0.5849787680355725,200006,STOP,2004-04-20 14:17:00
62,-34.84649451524859,0.5984796773009508,200006,STOP,2004-04-20 14:25:30
63,-34.8412487658271,0.6194881853616016,200006,STOP,2004-04-20 14:40:30
64,-34.83549616420181,0.6269780182082693,200006,STOP,2004-04-20 14:47:00
65,-34.8297565861939,0.634487728716801,200006,STOP,2004-04-20 14:53:30
66,-34.79730984607286,0.6590856236606109,200006,STOP,2004-04-20 15:13:30
67,-34.7705791582498,0.6760920856221551,200006,STOP,2004-04-20 15:27:00
68,-34.74383252407424,0.69308686821382,200007,MOVE,2004-04-20 15:40:30
69,-34.68549133610868,0.7301696686369544,200007,MOVE,2004-04-20 16:10:30
70,-34.65402179186935,0.7504456898898798,200007,MOVE,2004-04-20 16:27:00
71,-34.62256615238392,0.7707816829378886,200007,MOVE,2004-04-20 16:43:30
72,-34.574766708768486,0.8002550317202074,200007,MOVE,2004-04-20 17:08:15
73,-34.5585320184224,0.8095182612716585,200007,MOVE,2004-04-20 17:16:30
74,-34.54228512172417,0.8187685499657563,200007,MOVE,2004-04-20 17:24:45
75,-34.511262730978686,0.8369975474126035,200007,MOVE,2004-04-20 17:40:00
76,-34.49651941043393,0.8459907438594964,200007,MOVE,2004-04-20 17:47:00
77,-34.48179273898734,0.8550401124250239,200007,MOVE,2004-04-20 17:54:00
78,-34.435559035597734,0.8835777902758332,200007,MOVE,2004-04-20 18:15:45
79,-34.40409860261235,0.9031264800476463,200007,MOVE,2004-04-20 18:30:30
80,-34.372579665747494,0.9225655292988298,200007,MOVE,2004-04-20 18:45:15
81,-34.32002236932436,0.9547586428621605,200007,MOVE,2004-04-20 19:10:00
82,-34.299055471693144,0.9675565792532413,200007,MOVE,2004-04-20 19:20:00
83,-34.278040711773386,0.9802609102443418,200007,MOVE,2004-04-20 19:30:00
84,-34.246261510924064,1.00000224841583,200007,MOVE,2004-04-20 19:45:00
85,-34.23552106254393,1.0070075095597029,200007,MOVE,2004-04-20 19:50:00
86,-34.22477264498157,1.01400644700708,200007,MOVE,2004-04-20 19:55:00
87,-34.205008748314135,1.0265000626732776,200007,MOVE,2004-04-20 20:04:15
88,-34.19600905606307,1.0319865768995422,200007,MOVE,2004-04-20 20:08:30
89,-34.187009064319234,1.0374826730481042,200007,MOVE,2004-04-20 20:12:45
90,-34.1555211234587,1.0580018412019023,200007,MOVE,2004-04-20 20:27:45
91,-34.13303715064604,1.0730053152392778,200007,MOVE,2004-04-20 20:38:30
92,-34.110548097696245,1.0880188499012262,200007,MOVE,2004-04-20 20:49:15
93,-34.056804888836304,1.1245604669893703,200007,MOVE,2004-04-20 21:16:15
94,-34.02558640726385,1.1460860943132702,200007,MOVE,2004-04-20 21:32:30
95,-33.994308371463184,1.1675113764068195,200007,MOVE,2004-04-20 21:48:45
96,-33.94203330390658,1.2032800003849995,200007,MOVE,2004-04-20 22:16:45
97,-33.92105606232588,1.2175494276355545,200007,MOVE,2004-04-20 22:28:30
98,-33.90003894229733,1.231753168748786,200007,MOVE,2004-04-20 22:40:15
99,-33.8532783614448,1.2617640978427684,200007,MOVE,2004-04-20 23:03:45
100,-33.82755114671024,1.277530285275939,200007,MOVE,2004-04-20 23:15:30
101,-33.80178696030394,1.2932341619047152,200007,MOVE,2004-04-20 23:27:15
102,-33.764255228150745,1.3164860668334457,200007,MOVE,2004-04-20 23:44:15
103,-33.752515336686166,1.3239912698733989,200007,MOVE,2004-04-20 23:49:30
104,-33.7407651075233,1.3314856771343864,200007,MOVE,2004-04-20 23:54:45
105,-33.71552599434604,1.3472812167411083,200007,MOVE,2004-04-21 00:06:15
106,-33.70202303084776,1.3555033992255643,200007,MOVE,2004-04-21 00:12:30
107,-33.68851102630925,1.3637189846522144,200007,MOVE,2004-04-21 00:18:45
108,-33.65676974931404,1.3840059850847795,200007,MOVE,2004-04-21 00:33:45
109,-33.63852265463006,1.3959861640595561,200007,MOVE,2004-04-21 00:42:30
110,-33.62027303340503,1.407978849920107,200007,MOVE,2004-04-21 00:51:15
111,-33.577274210846795,1.4392528001131457,200007,MOVE,2004-04-21 01:12:30
112,-33.55253895635722,1.4584993122629237,200007,MOVE,2004-04-21 01:25:00
113,-33.5277741231538,1.4777106422454076,200007,MOVE,2004-04-21 01:37:30
114,-33.49450569988794,1.50499316709825,200007,MOVE,2004-04-21 01:54:30
115,-33.4860233857633,1.5130093885941887,200007,MOVE,2004-04-21 01:59:00
116,-33.477529756880216,1.5210159410406874,200007,MOVE,2004-04-21 02:03:30
117,-33.44277078396692,1.5497445036602309,200007,MOVE,2004-04-21 02:21:00
118,-33.41650730309255,1.5704379447844603,200007,MOVE,2004-04-21 02:34:00
119,-33.390277197085666,1.5912121202975749,200007,MOVE,2004-04-21 02:47:00
120,-33.33350313133368,1.6344551293204848,200007,MOVE,2004-04-21 03:15:00
121,-33.3030369013055,1.6569827774082504,200007,MOVE,2004-04-21 03:30:00
122,-33.27259794753466,1.6795865249225848,200007,MOVE,2004-04-21 03:45:00
123,-33.23003020927891,1.7110339358586397,200007,MOVE,2004-04-21 04:06:00
124,-33.2180386914124,1.7200337995455448,200007,MOVE,2004-04-21 04:12:00
125,-33.20601851954861,1.7289904011763777,200007,MOVE,2004-04-21 04:18:00
126,-33.18725727857865,1.743499472233623,200007,MOVE,2004-04-21 04:27:30
127,-33.180510643623265,1.748996299892478,200007,MOVE,2004-04-21 04:31:00
128,-33.173758426293574,1.7544898734379104,200007,MOVE,2004-04-21 04:34:30
129,-33.155753222653146,1.7684840031845912,200007,MOVE,2004-04-21 04:43:30
130,-33.144505428579336,1.7769728998208656,200007,MOVE,2004-04-21 04:49:00
131,-33.133261262823396,1.7854794028549403,200007,MOVE,2004-04-21 04:54:30
132,-33.087034104208854,1.8177612069702642,200007,MOVE,2004-04-21 05:17:00
133,-33.052040957846856,1.8414805809719326,200007,MOVE,2004-04-21 05:34:00
134,-33.01702472740968,1.8651793008576552,200007,MOVE,2004-04-21 05:51:00
135,-32.955773165981896,1.908748947524417,200007,MOVE,2004-04-21 06:21:00
136,-32.92953177463415,1.928482395707842,200007,MOVE,2004-04-21 06:34:00
137,-32.90330961892452,1.9482729775240206,200007,MOVE,2004-04-21 06:47:00
