,tsid,lat,lon,label,time
0,60002,0.612,-34.96,STOP,2004-04-20 00:58:00
1,60002,0.578,-34.832,STOP,2004-04-20 02:03:00
2,60002,0.565,-34.777,STOP,2004-04-20 02:31:00
3,60002,0.5539999999999999,-34.717,STOP,2004-04-20 03:00:00
4,60002,0.5329999999999999,-34.595,STOP,2004-04-20 04:00:00
5,60002,0.517,-34.521,STOP,2004-04-20 04:39:00
6,60002,0.49700000000000005,-34.484,STOP,2004-04-20 05:00:00
7,60002,0.461,-34.399,STOP,2004-04-20 06:00:00
8,60002,0.456,-34.364000000000004,STOP,2004-04-20 07:00:00
9,60002,0.479,-34.35,STOP,2004-04-20 07:38:00
10,60002,0.494,-34.382,STOP,2004-04-20 08:00:00
11,60002,0.46299999999999997,-34.438,STOP,2004-04-20 08:38:00
12,60002,0.457,-34.467,STOP,2004-04-20 09:00:00
13,60002,0.467,-34.491,STOP,2004-04-20 09:16:00
14,60002,0.506,-34.564,STOP,2004-04-20 10:00:00
15,60002,0.498,-34.637,STOP,2004-04-20 10:54:00
16,60002,0.43700000000000006,-34.7,STOP,2004-04-20 11:46:00
17,60002,0.429,-34.71,STOP,2004-04-20 12:00:00
18,60002,0.47100000000000003,-34.797,STOP,2004-04-20 13:00:00
19,60002,0.517,-34.825,STOP,2004-04-20 13:29:00
20,60002,0.5579999999999999,-34.845,STOP,2004-04-20 14:00:00
21,60002,0.612,-34.847,STOP,2004-04-20 14:34:00
22,60002,0.642,-34.824,STOP,2004-04-20 15:00:00
23,70002,0.71,-34.717,MOVE,2004-04-20 15:54:00
24,70002,0.7909999999999999,-34.591,MOVE,2004-04-20 17:00:00
25,70002,0.828,-34.525999999999996,MOVE,2004-04-20 17:33:00
26,70002,0.8640000000000001,-34.467,MOVE,2004-04-20 18:01:00
27,70002,0.9420000000000001,-34.341,MOVE,2004-04-20 19:00:00
28,70002,0.993,-34.257,MOVE,2004-04-20 19:40:00
29,70002,1.021,-34.214,MOVE,2004-04-20 20:00:00
30,70002,1.043,-34.178000000000004,MOVE,2004-04-20 20:17:00
31,70002,1.103,-34.088,MOVE,2004-04-20 21:00:00
32,70002,1.189,-33.963,MOVE,2004-04-20 22:05:00
33,70002,1.246,-33.879,MOVE,2004-04-20 22:52:00
34,70002,1.3090000000000002,-33.775999999999996,MOVE,2004-04-20 23:39:00
35,70002,1.339,-33.729,MOVE,2004-04-21 00:00:00
36,70002,1.3719999999999999,-33.675,MOVE,2004-04-21 00:25:00
37,70002,1.42,-33.602,MOVE,2004-04-21 01:00:00
38,70002,1.4969999999999999,-33.503,MOVE,2004-04-21 01:50:00
39,70002,1.5290000000000001,-33.469,MOVE,2004-04-21 02:08:00
40,70002,1.6119999999999999,-33.364000000000004,MOVE,2004-04-21 03:00:00
41,70002,1.702,-33.242,MOVE,2004-04-21 04:00:00
42,70002,1.7380000000000002,-33.194,MOVE,2004-04-21 04:24:00
43,70002,1.76,-33.167,MOVE,2004-04-21 04:38:00
44,70002,1.794,-33.122,MOVE,2004-04-21 05:00:00
45,70002,1.889,-32.982,MOVE,2004-04-21 06:08:00
46,70002,1.9680000000000002,-32.876999999999995,MOVE,2004-04-21 07:00:00
47,70002,1.99,-32.849000000000004,MOVE,2004-04-21 07:14:00
48,70002,2.061,-32.757,MOVE,2004-04-21 08:00:00
49,70002,2.129,-32.647,MOVE,2004-04-21 08:53:00
50,70002,2.221,-32.525999999999996,MOVE,2004-04-21 10:00:00
51,70002,2.279,-32.45,MOVE,2004-04-21 10:41:00
52,70002,2.307,-32.414,MOVE,2004-04-21 11:00:00
53,70002,2.338,-32.372,MOVE,2004-04-21 11:23:00
54,70002,2.3890000000000002,-32.304,MOVE,2004-04-21 12:00:00
55,70002,2.455,-32.216,MOVE,2004-04-21 12:48:00
56,70002,2.475,-32.188,MOVE,2004-04-21 13:02:00
57,70002,2.49,-32.076,MOVE,2004-04-21 14:00:00
58,70002,2.485,-32.009,MOVE,2004-04-21 14:31:00
59,70002,2.481,-31.943,MOVE,2004-04-21 15:00:00
60,70002,2.475,-31.851999999999997,MOVE,2004-04-21 15:41:00
61,70002,2.472,-31.81,MOVE,2004-04-21 16:00:00
62,70002,2.525,-31.761,MOVE,2004-04-21 17:00:00
63,70002,2.5580000000000003,-31.738000000000003,MOVE,2004-04-21 17:19:00
64,70002,2.545,-31.712,MOVE,2004-04-21 17:38:00
65,80002,2.504,-31.686999999999998,STOP,2004-04-21 18:00:00
66,80002,2.4130000000000003,-31.601,STOP,2004-04-21 19:00:00
67,80002,2.424,-31.565,STOP,2004-04-21 19:17:00
68,80002,2.443,-31.483,STOP,2004-04-21 20:00:00
69,80002,2.372,-31.372,STOP,2004-04-21 21:00:00
70,80002,2.391,-31.296999999999997,STOP,2004-04-21 21:38:00
71,80002,2.431,-31.26,STOP,2004-04-21 22:00:00
72,80002,2.472,-31.156999999999996,STOP,2004-04-21 23:00:00
73,80002,2.4330000000000003,-31.118000000000002,STOP,2004-04-21 23:26:00
74,80002,2.394,-31.078000000000003,STOP,2004-04-21 23:54:00
75,80002,2.403,-31.198,STOP,2004-04-22 01:00:00
76,80002,2.416,-31.285,STOP,2004-04-22 01:42:00
77,80002,2.423,-31.326,STOP,2004-04-22 02:00:00
78,80002,2.436,-31.414,STOP,2004-04-22 02:43:00
79,80002,2.447,-31.451,STOP,2004-04-22 03:00:00
80,80002,2.498,-31.565,STOP,2004-04-22 04:00:00
81,80002,2.5069999999999997,-31.587,STOP,2004-04-22 04:11:00
82,80002,2.521,-31.613000000000003,STOP,2004-04-22 04:25:00
83,80002,2.577,-31.646,STOP,2004-04-22 05:00:00
84,80002,2.583,-31.659000000000002,STOP,2004-04-22 06:09:00
85,80002,2.5989999999999998,-31.63,STOP,2004-04-22 07:00:00
86,80002,2.5580000000000003,-31.588,STOP,2004-04-22 07:52:00
87,80002,2.5869999999999997,-31.531999999999996,STOP,2004-04-22 08:30:00
88,80002,2.596,-31.506999999999998,STOP,2004-04-22 08:44:00
89,80002,2.5860000000000003,-31.478,STOP,2004-04-22 09:00:00
90,80002,2.524,-31.401,STOP,2004-04-22 10:00:00
91,80002,2.516,-31.38,STOP,2004-04-22 10:13:00
92,80002,2.508,-31.351,STOP,2004-04-22 10:31:00
93,80002,2.528,-31.305,STOP,2004-04-22 10:59:00
94,80002,2.611,-31.232,STOP,2004-04-22 12:00:00
95,80002,2.611,-31.165,STOP,2004-04-22 12:37:00
96,80002,2.5789999999999997,-31.133000000000003,STOP,2004-04-22 13:00:00
97,80002,2.573,-31.136999999999997,STOP,2004-04-22 14:00:00
98,90002,2.596,-31.168000000000003,MOVE,2004-04-22 14:16:00
99,90002,2.6630000000000003,-31.259,MOVE,2004-04-22 15:00:00
100,90002,2.702,-31.308000000000003,MOVE,2004-04-22 15:26:00
101,90002,2.7110000000000003,-31.31,MOVE,2004-04-22 16:00:00
102,90002,2.748,-31.38,MOVE,2004-04-22 17:00:00
103,90002,2.7439999999999998,-31.412,MOVE,2004-04-22 17:14:00
104,90002,2.699,-31.506999999999998,MOVE,2004-04-22 18:00:00
105,90002,2.6510000000000002,-31.634,MOVE,2004-04-22 18:57:00
106,100002,2.593,-31.693,STOP,2004-04-22 19:39:00
107,100002,2.549,-31.699,STOP,2004-04-22 20:00:00
108,100002,2.4330000000000003,-31.73,STOP,2004-04-22 21:00:00
109,100002,2.404,-31.738000000000003,STOP,2004-04-22 21:13:00
110,100002,2.363,-31.745,STOP,2004-04-22 21:32:00
111,100002,2.314,-31.763,STOP,2004-04-22 22:00:00
112,100002,2.319,-31.912,STOP,2004-04-22 23:00:00
113,100002,2.34,-31.943,STOP,2004-04-22 23:15:00
114,100002,2.359,-32.009,STOP,2004-04-22 23:48:00
115,100002,2.345,-32.036,STOP,2004-04-23 00:00:00
116,100002,2.2430000000000003,-32.111999999999995,STOP,2004-04-23 01:00:00
117,100002,2.261,-32.083,STOP,2004-04-23 01:27:00
118,100002,2.309,-32.04,STOP,2004-04-23 02:00:00
119,100002,2.378,-31.951,STOP,2004-04-23 03:00:00
120,100002,2.4659999999999997,-31.857,STOP,2004-04-23 04:06:00
121,100002,2.556,-31.784000000000002,STOP,2004-04-23 05:00:00
122,100002,2.6430000000000002,-31.756,STOP,2004-04-23 05:49:00
123,100002,2.668,-31.761,STOP,2004-04-23 06:00:00
124,100002,2.7319999999999998,-31.729,STOP,2004-04-23 07:00:00
125,100002,2.637,-31.717,STOP,2004-04-23 08:06:00
126,100002,2.6039999999999996,-31.728,STOP,2004-04-23 08:30:00
127,100002,2.56,-31.763,STOP,2004-04-23 09:00:00
128,100002,2.476,-31.776,STOP,2004-04-23 09:49:00
129,100002,2.459,-31.776999999999997,STOP,2004-04-23 10:00:00
130,100002,2.439,-31.774,STOP,2004-04-23 10:13:00
131,100002,2.434,-31.813000000000002,STOP,2004-04-23 10:41:00
132,100002,2.438,-31.851999999999997,STOP,2004-04-23 11:00:00
133,100002,2.475,-31.963,STOP,2004-04-23 12:00:00
134,100002,2.477,-31.986,STOP,2004-04-23 12:15:00
135,100002,2.475,-32.025999999999996,STOP,2004-04-23 13:00:00
136,100002,2.426,-32.091,STOP,2004-04-23 14:02:00
137,100002,2.335,-32.137,STOP,2004-04-23 15:00:00
138,100002,2.307,-32.167,STOP,2004-04-23 15:17:00
139,110002,2.24,-32.242,MOVE,2004-04-23 16:00:00
140,110002,2.205,-32.368,MOVE,2004-04-23 16:56:00
141,110002,2.177,-32.52,MOVE,2004-04-23 18:00:00
142,110002,2.1630000000000003,-32.588,MOVE,2004-04-23 18:30:00
143,110002,2.149,-32.658,MOVE,2004-04-23 19:00:00
144,110002,2.144,-32.687,MOVE,2004-04-23 19:12:00
145,120002,2.144,-32.815,STOP,2004-04-23 20:08:00
146,120002,2.201,-32.916,STOP,2004-04-23 20:55:00
147,120002,2.238,-32.975,STOP,2004-04-23 21:23:00
148,120002,2.285,-33.053000000000004,STOP,2004-04-23 22:00:00
149,120002,2.272,-33.174,STOP,2004-04-23 23:02:00
150,120002,2.2880000000000003,-33.226,STOP,2004-04-23 23:25:00
151,120002,2.311,-33.301,STOP,2004-04-24 00:00:00
152,120002,2.227,-33.403,STOP,2004-04-24 00:59:00
153,120002,2.246,-33.308,STOP,2004-04-24 02:00:00
154,120002,2.258,-33.209,STOP,2004-04-24 02:47:00
155,120002,2.261,-33.18,STOP,2004-04-24 03:00:00
156,120002,2.289,-33.073,STOP,2004-04-24 03:52:00
157,120002,2.316,-32.93,STOP,2004-04-24 05:00:00
158,120002,2.311,-32.885,STOP,2004-04-24 05:22:00
159,120002,2.306,-32.855,STOP,2004-04-24 05:36:00
160,120002,2.299,-32.804,STOP,2004-04-24 06:00:00
161,120002,2.229,-32.723,STOP,2004-04-24 07:00:00
162,120002,2.2359999999999998,-32.742,STOP,2004-04-24 08:00:00
163,120002,2.258,-32.782,STOP,2004-04-24 08:25:00
164,120002,2.27,-32.801,STOP,2004-04-24 08:39:00
165,120002,2.292,-32.832,STOP,2004-04-24 09:00:00
166,120002,2.312,-32.864000000000004,STOP,2004-04-24 09:21:00
167,120002,2.352,-32.926,STOP,2004-04-24 10:00:00
168,120002,2.404,-33.010999999999996,STOP,2004-04-24 11:00:00
169,120002,2.378,-33.114000000000004,STOP,2004-04-24 11:56:00
170,120002,2.394,-33.174,STOP,2004-04-24 13:00:00
171,120002,2.391,-33.214,STOP,2004-04-24 13:44:00
172,120002,2.383,-33.233000000000004,STOP,2004-04-24 14:00:00
173,120002,2.3169999999999997,-33.305,STOP,2004-04-24 15:08:00
174,130002,2.342,-33.408,MOVE,2004-04-24 16:00:00
175,130002,2.322,-33.483000000000004,MOVE,2004-04-24 16:37:00
176,130002,2.265,-33.498000000000005,MOVE,2004-04-24 17:00:00
177,130002,2.191,-33.606,MOVE,2004-04-24 18:06:00
178,130002,2.153,-33.715,MOVE,2004-04-24 19:00:00
179,130002,2.112,-33.806,MOVE,2004-04-24 19:45:00
180,130002,2.109,-33.841,MOVE,2004-04-24 20:00:00
181,130002,2.0580000000000003,-33.872,MOVE,2004-04-24 20:27:00
182,140002,1.975,-33.906,STOP,2004-04-24 21:09:00
183,140002,1.919,-34.008,STOP,2004-04-24 22:00:00
184,140002,1.8969999999999998,-34.018,STOP,2004-04-24 22:11:00
185,140002,1.922,-34.084,STOP,2004-04-24 22:48:00
186,140002,1.9380000000000002,-34.111999999999995,STOP,2004-04-24 23:02:00
187,180012,1.53,-36.666,STOP,2004-04-25 00:02:00
188,180012,1.464,-36.657,STOP,2004-04-25 00:51:00
189,180012,1.4480000000000002,-36.673,STOP,2004-04-25 01:02:00
190,180012,1.3769999999999998,-36.692,STOP,2004-04-25 02:02:00
191,180012,1.354,-36.704,STOP,2004-04-25 02:25:00
192,180012,1.314,-36.694,STOP,2004-04-25 03:02:00
193,180012,1.254,-36.664,STOP,2004-04-25 03:50:00
194,180012,1.239,-36.65,STOP,2004-04-25 04:02:00
195,180012,1.167,-36.59,STOP,2004-04-25 05:02:00
196,180012,1.12,-36.562,STOP,2004-04-25 05:39:00
197,180012,1.1,-36.528,STOP,2004-04-25 06:02:00
198,180012,1.084,-36.523,STOP,2004-04-25 06:12:00
199,180012,1.032,-36.474000000000004,STOP,2004-04-25 07:02:00
200,190012,0.958,-36.446,MOVE,2004-04-25 08:01:00
201,190012,0.872,-36.396,MOVE,2004-04-25 08:53:00
202,190012,0.848,-36.383,MOVE,2004-04-25 09:07:00
203,190012,0.754,-36.329,MOVE,2004-04-25 10:02:00
204,190012,0.7120000000000001,-36.306,MOVE,2004-04-25 10:27:00
